date,tieba,douban,weibo
2024-09-20,-0.47339449541284406,,-0.0022727272727272947
2024-09-21,-0.5797872340425532,0.3333333333333333,-0.00000000000000002
2024-09-22,-0.41132075471698115,,0.07058823529411765
2024-09-23,-0.7925925925925926,,-0.2035714285714286
2024-09-24,-0.7125748502994012,,0.26666666666666666
2024-09-25,-0.583879781420765,,-0.03333333333333336
2024-09-26,-0.6081218274111675,,0.08249999999999999
2024-09-27,-0.5650406504065041,,0.3045454545454545
2024-09-28,-0.5356435643564357,-0.3333333333333333,0.40384615384615385
2024-09-29,-0.6032679738562091,,-0.02500000000000001
2024-09-30,-0.5578947368421052,,0.07499999999999998
2024-10-01,-0.6834782608695652,,0.12999999999999998
2024-10-02,-0.6963369963369963,,-0.01153846153846156
2024-10-03,-0.5456410256410256,,0.24411764705882355
2024-10-04,-0.5753768844221105,0.0,-0.3052631578947369
2024-10-05,-0.5983673469387755,,0.23333333333333334
2024-10-06,-0.6523809523809523,,0.12142857142857143
2024-10-07,-0.7009756097560975,0.0,-0.325
2024-10-08,-0.5888888888888888,0.0,-0.3566666666666667
2024-10-09,-0.4204724409448819,-1.0,-0.16666666666666666
2024-10-10,-0.6654929577464789,0.0,-0.27222222222222225
2024-10-11,-0.6381720430107527,-0.25,0.19230769230769232
2024-10-12,-0.692814371257485,,-0.16500000000000004
2024-10-13,-0.6301204819277109,,-0.010000000000000024
2024-10-14,-0.7515384615384616,-0.25,-0.40714285714285714
2024-10-15,-0.5026785714285714,-0.410958904109589,-0.14500000000000002
2024-10-16,-0.5573033707865168,-0.3333333333333333,-0.40714285714285714
2024-10-17,-0.6051020408163265,-1.0,-0.8
2024-10-18,-0.59,,0.5750000000000001
2024-10-19,-0.5865384615384616,,-0.16666666666666666
2024-10-20,-0.5313725490196078,0.0,-0.40714285714285714
2024-10-21,-0.5913333333333334,,-0.07000000000000002
2024-10-22,-0.6823529411764706,,-0.8
2024-10-23,-0.6739130434782609,,-0.4636363636363637
2024-10-24,-0.5358490566037736,,-0.3375
2024-10-25,-0.5182716049382716,,0.19230769230769232
2024-10-26,-0.5666666666666667,,-0.4636363636363637
2024-10-27,-0.6424657534246575,-0.14285714285714285,-0.40714285714285714
2024-10-28,-0.7622448979591837,0.0,-0.08333333333333336
2024-10-29,-0.5380813953488371,-0.39473684210526316,-0.06678082191780824
2024-10-30,-0.40686695278969953,0.10526315789473684,-0.325
2024-10-31,-0.6349315068493151,-0.3076923076923077,0.03421052631578945
2024-11-01,-0.372992700729927,-0.05405405405405406,-0.27222222222222225
2024-11-02,-0.3885245901639344,-0.025,0.11428571428571428
2024-11-03,-0.4381311228334589,-0.5017279296261389,-0.27259668508287294
2024-11-04,-0.6659760956175298,-0.4978165938864629,-0.33994413407821233
2024-11-05,-0.6626160337552742,-0.5617977528089888,-0.3192961165048544
2024-11-06,-0.6659574468085105,-0.648,-0.3507009345794393
2024-11-07,-0.687251356238698,-0.7096774193548387,-0.26275510204081637
2024-11-08,-0.7175345377258235,-0.38235294117647056,-0.3049180327868853
2024-11-09,-0.6132152588555858,-0.38461538461538464,-0.16707317073170733
2024-11-10,-0.6176605504587156,-0.42857142857142855,-0.23404255319148937
2024-11-11,-0.6626423690205011,-0.6,-0.25196078431372554
2024-11-12,-0.656060606060606,,-0.3066666666666667
2024-11-13,-0.6562737642585551,-1.0,-0.3125
2024-11-14,-0.5893877551020409,-0.35294117647058826,-0.2351851851851852
2024-11-15,-0.6358974358974359,0.0,-0.41785714285714287
2024-11-16,-0.6142011834319526,-0.2,-0.008695652173913071
2024-11-17,-0.6334669338677354,-0.23076923076923078,-0.10200000000000004
2024-11-18,-0.6465299684542586,-0.3333333333333333,-0.11875000000000002
2024-11-19,-0.47352941176470587,-0.65,-0.48250000000000004
2024-11-20,-0.5717672413793103,-0.4603174603174603,-0.16500000000000004
2024-11-21,-0.5560975609756097,-0.6666666666666666,-0.09444444444444447
2024-11-22,-0.6224080267558528,-0.2631578947368421,0.10624999999999998
2024-11-23,-0.6527918781725888,-0.25,0.10789473684210525
2024-11-24,-0.6074074074074074,-0.8888888888888888,-0.28437500000000004
2024-11-25,-0.5736654804270462,-0.25,-0.2178571428571429
2024-11-26,-0.526865671641791,-0.5,0.11923076923076922
2024-11-27,-0.7748466257668711,0.0,-0.47500000000000003
2024-11-28,-0.6423963133640553,-0.4,-0.21785714285714292
2024-11-29,-0.6357142857142857,-1.0,0.03636363636363635
2024-11-30,-0.5888888888888889,0.0,-0.49444444444444446
