date,tieba,douban,weibo
2024-06-13,0.6714285714285715,0.7518258426966291,0.665868263473054
2024-06-14,0.5357798165137615,0.6248421052631579,0.44398713826366565
2024-06-15,0.4198198198198198,0.45916666666666667,0.2861900097943193
2024-06-16,-0.12606790799561887,0.4371335504885993,0.34825618262523783
2024-06-17,-0.44394545909432076,0.44207606973058633,0.32657474993241414
2024-06-18,-0.4641136190717728,0.36367187500000003,0.20713916192446977
2024-06-19,-0.47737288135593225,0.35043478260869565,0.18142470694319207
2024-06-20,-0.44239685085289404,0.35851867394041126,0.10380622837370242
2024-06-21,-0.4257597846809465,0.3679379157427938,0.09009552538964305
2024-06-22,-0.43911001236093944,0.39981751824817513,0.05287175452399685
2024-06-23,-0.4488736286743154,0.287791932059448,0.10469958358120167
2024-06-24,-0.42666537755003386,0.24457831325301205,0.08115183246073299
2024-06-25,-0.4379213483146067,0.31796875,0.11345261762756793
2024-06-26,-0.42213604443978625,0.2617721518987342,0.0873758865248227
2024-06-27,-0.43603203621485154,0.23482758620689653,0.00339943342776204
2024-06-28,-0.528857731958763,0.24297323135755258,-0.03645699614890886
2024-06-29,-0.5254831174346996,0.12657142857142856,-0.03603603603603603
2024-06-30,-0.41284851301115244,0.014444444444444435,0.034031413612565446
2024-07-01,-0.550984126984127,-0.12391304347826085,-0.04884488448844884
2024-07-02,-0.5582777036048064,-0.03300000000000001,-0.12466367713004485
2024-07-03,-0.5287292817679557,-0.25,0.12631578947368421
2024-07-04,-0.47885443583118004,0.7214285714285714,0.04832214765100671
2024-07-05,-0.4615903614457832,0.9,0.035398230088495575
2024-07-06,-0.4993827160493827,-0.05000000000000001,0.13866666666666666
2024-07-07,-0.44321305841924397,0.18571428571428572,0.1
2024-07-08,-0.4747173689619733,,0.0
2024-07-09,-0.5022140221402214,0.2772727272727273,-0.10434782608695653
2024-07-10,-0.4243827160493827,0.75625,-0.015384615384615385
2024-07-11,-0.40831946755407655,-0.5,0.0761904761904762
2024-07-12,-0.40174966352624497,0.16923076923076924,-0.01568627450980392
2024-07-13,-0.4099916036943745,0.11666666666666667,-0.025806451612903226
2024-07-14,-0.3678708685626441,-0.5,0.06000000000000001
2024-07-15,-0.3913738019169329,-0.5,0.1702127659574468
2024-07-16,-0.47848101265822784,,0.08888888888888889
2024-07-17,-0.4407136322049406,1.0,0.0774193548387097
2024-07-18,-0.4257046223224352,0.175,0.46956521739130436
2024-07-19,-0.4126651126651127,0.0,-0.05714285714285715
2024-07-20,-0.41594339622641513,,-0.16000000000000003
2024-07-21,-0.4334604385128694,-0.5,0.2
2024-07-22,-0.44595070422535216,,0.0
2024-07-23,-0.38660066006600663,,0.13333333333333333
2024-07-24,-0.4033479692645445,0.85,-0.3333333333333333
2024-07-25,-0.3488752556237219,0.85,-0.10666666666666667
2024-07-26,-0.41045197740113,0.45,0.12000000000000002
2024-07-27,-0.3557774607703281,,0.0
2024-07-28,-0.3300104931794334,-0.5,-0.09411764705882353
2024-07-29,-0.40581081081081083,0.55,0.2153846153846154
2024-07-30,-0.37383177570093457,,0.09411764705882353
2024-07-31,-0.36923076923076925,,-0.06666666666666667
2024-08-01,-0.45022522522522523,,0.15000000000000002
2024-08-02,-0.35450819672131145,,-0.09230769230769233
2024-08-03,-0.3509584664536741,-0.5,0.047058823529411764
2024-08-04,-0.5332644628099174,0.25,0.16
2024-08-05,-0.4264197530864198,0.85,0.1
2024-08-06,-0.3406043437204911,0.85,0.17500000000000002
2024-08-07,-0.35200764818355645,0.36052631578947364,0.08
2024-08-08,-0.3183123877917415,0.85,-0.16
2024-08-09,-0.33475046210720893,0.85,-0.13333333333333333
2024-08-10,-0.3494285714285715,0.85,-0.26666666666666666
2024-08-11,-0.31724137931034485,0.3181818181818182,0.0
2024-08-12,-0.39297820823244556,0.11363636363636363,0.042105263157894736
2024-08-13,-0.2925872093023256,0.85,-0.14545454545454548
2024-08-14,-0.4424639580602884,,-0.35000000000000003
2024-08-15,-0.33899521531100485,0.175,0.1777777777777778
2024-08-16,-0.3781052631578948,,0.21052631578947367
2024-08-17,-0.3538802660753881,,0.15000000000000002
2024-08-18,-0.4506172839506173,,-0.0380952380952381
2024-08-19,-0.45502354788069077,,0.02346041055718475
2024-08-20,-0.4214285714285715,,0.1548387096774194
2024-08-21,-0.3810169491525424,,-0.13333333333333333
